,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1688,Love Shine,Love Shine,Paradise,2015-06-17,259715,0,0.00575,0.57,0.792,0.00377,0.389,-6.39,0.0801,128.079,4
1689,In Tune (Remix) [feat. J. Glaze],Kellee Maize - The Remixes,Kellee Maize,2014-10-27,346874,10,0.0237,0.635,0.893,0.000517,0.0928,-4.291,0.0462,127.93,4
1690,All My Love (feat. Ariana Grande & Machel Montano) - Remix,Peace Is The Mission,Major Lazer,2015-05-29,229750,0,0.0399,0.435,0.891,0.0,0.187,-3.907,0.178,115.166,4
1691,Ser Humano Ou Anjo,Ser Humano Ou Anjo - Single,Matheus & Kauan,2014-12-15,179814,0,0.332,0.297,0.833,0.0,0.723,-4.0,0.0932,164.516,4
1692,Amianto,Amianto,Supercombo,2014-01-29,257261,0,0.164,0.65,0.51,1.55e-06,0.315,-7.057,0.0282,126.52,3
1693,Light It Up (feat. Nyla & Fuse ODG) - Remix,Peace Is the Mission (Extended Edition),Major Lazer,2015-11-27,166138,49,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985,4
1694,Lista Vip (feat Karol Conká),Lista Vip (feat Karol Conká) [Single],Boss in Drama,2015-07-10,186213,28,0.0107,0.825,0.869,0.0,0.348,-6.193,0.223,126.033,4
1695,You're on My Mind,You're on My Mind - Single,Imposs,2014-12-23,210644,42,0.0526,0.79,0.783,0.0,0.0848,-6.297,0.094,104.979,4
1696,Better When I'm Dancin',Better When I'm Dancin',Meghan Trainor,2015-10-14,176266,73,0.53,0.756,0.789,0.000711,0.157,-7.002,0.0324,127.987,4
1697,Cheerleader (OMI Cover),Pentatonix (Deluxe Version),Pentatonix,2015-10-16,182986,51,0.0545,0.799,0.59,0.0,0.164,-6.361,0.036,118.0,4
1698,You Just Want My Money,You Just Want My Money,Jason French,2014-01-01,209466,0,0.0845,0.815,0.802,0.0,0.067,-5.331,0.0557,97.975,4
1699,Dangerous (feat. Sam Martin),Listen,David Guetta,2014-11-21,203641,66,0.417,0.466,0.747,9.76e-06,0.107,-4.838,0.0795,92.161,4
1700,Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,78,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
1701,Crystals,Crystals,Of Monsters and Men,2015-03-15,243533,0,0.00208,0.581,0.75,0.000442,0.109,-7.211,0.0304,132.195,4
1702,Come with Me Now,Lunatic,KONGOS,2014-01-27,211960,66,0.0311,0.654,0.726,6.35e-05,0.0618,-3.803,0.0401,103.987,4
1703,Trumpets,Tattoos,Jason Derulo,2013-09-10,217306,66,0.563,0.627,0.703,0.0,0.0962,-4.884,0.236,81.897,4
1704,Love Me Again,Tribute (Deluxe),John Newman,2014-01-01,239894,0,0.00485,0.5,0.891,0.000204,0.0969,-4.703,0.0433,126.024,4
1705,I Bet My Life,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-02-17,192706,0,0.373,0.565,0.68,0.000519,0.48,-8.2,0.0421,108.006,4
1706,Lush Life,Lush Life,Zara Larsson,2015-06-09,201122,0,0.133,0.694,0.712,0.0,0.211,-3.923,0.046,98.022,4
1707,Ain't Nobody (Loves Me Better),Ain't Nobody (Loves Me Better),Felix Jaehn,2015-03-03,186146,0,0.66,0.768,0.567,0.000277,0.07,-7.046,0.0312,117.974,4
1708,7 Years,7 Years,Lukas Graham,2015-10-22,237300,0,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
1709,Anjos de Plantão,Ivo Mozart,Ivo Mozart,2013-11-18,198948,0,0.285,0.596,0.925,0.0,0.162,-4.408,0.0883,180.018,4
1710,Worse Things Than Love,Just For Fun (Deluxe),Timeflies,2015-09-18,199306,0,0.118,0.698,0.819,0.0,0.0296,-3.474,0.161,95.032,4
1711,Pra Você Guardei O Amor,Dres,Nando Reis,2009-01-01,343813,67,0.837,0.485,0.386,0.0,0.207,-9.189,0.0388,91.615,4
1712,Broken Arrows,Stories,Avicii,2015-10-02,232760,0,0.0487,0.634,0.674,0.00116,0.102,-7.145,0.0465,115.995,4
1713,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,80,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,4
1714,Fix You,X&Y,Coldplay,2005-06-07,295533,81,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,4
1715,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Jessie J,2015-04-14,208666,0,0.322,0.458,0.623,5.08e-06,0.11,-7.109,0.0505,147.635,4
1716,Never Forget You,Never Forget You,Zara Larsson,2015-09-10,213427,0,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,4
1717,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
1718,History,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,187426,73,0.0352,0.655,0.699,0.0,0.064,-4.421,0.0493,86.704,4
1719,Marvin Gaye (feat. Meghan Trainor),Some Type of Love,Charlie Puth,2015-05-01,190453,65,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
1720,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,69,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,4
1721,Made In Roça,Made In Roça - Single,Loubet,2015-08-14,167341,6,0.219,0.624,0.95,0.0,0.35,-3.004,0.0752,161.953,4
1722,Love Yourself,Love Yourself,Justin Bieber,2015-11-09,233746,0,0.849,0.762,0.376,0.0,0.205,-9.931,0.363,100.084,4
1723,Não Me Leve a Mal - Ao Vivo,Não Me Leve a Mal (Ao Vivo),Breno & Caio Cesar,2015-11-13,175253,20,0.585,0.658,0.816,0.0,0.906,-4.937,0.0531,83.961,4
1724,Flower,Play: The B-Sides,Moby,2004,206306,0,0.178,0.686,0.606,0.000326,0.083,-5.92,0.0262,80.568,4
1725,Lay It All on Me (feat. Ed Sheeran),We the Generation,Rudimental,2015-10-02,242440,58,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,4
1726,Bang,Bang,Anitta,2015-10-13,190280,57,0.18,0.896,0.847,0.019,0.0679,-4.005,0.0414,104.996,4
1727,We Put Our Hands Up,Music for the Soul,POW! Turbo Music,2013-07-05,270080,5,0.145,0.689,0.722,0.0,0.179,-14.141,0.0876,146.0,4
1728,Marvin Gaye - DJ Kue Remix,Marvin Gaye (DJ Kue Remix),Charlie Puth,2015-08-15,333749,0,0.0418,0.787,0.782,0.000276,0.0756,-3.947,0.0357,127.975,4
1729,Take Heart,Take Heart,The Sam Willows,2015-05-20,230106,22,0.0284,0.647,0.566,0.0,0.0922,-7.238,0.058,135.088,4
1730,Maria Salvador,Il bello d'esser brutti,J-AX,2015-01-27,223053,0,0.166,0.743,0.831,0.0,0.324,-2.955,0.162,97.037,4
1731,Living in Stereo - Video Edit,Ready or Not,R.I.O.,2013-05-10,190484,0,0.13,0.697,0.869,0.0,0.306,-5.155,0.162,127.915,4
1732,Mil Poemas,Jammil Na Real,Jammil E Uma Noites,2012-02-20,175386,27,0.675,0.74,0.547,0.0,0.467,-6.67,0.0345,149.933,4
1733,Firestone,Firestone,Kygo,2015-06-24,273684,18,0.408,0.486,0.652,6.63e-05,0.077,-7.226,0.052,113.055,4
1734,Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,75,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4
1735,Focus,Focus,Ariana Grande,2015-10-30,211360,0,0.253,0.612,0.875,0.0,0.423,-6.032,0.351,99.882,4
1736,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,2015-10-09,227480,77,0.304,0.509,0.671,0.0,0.0452,-5.709,0.0678,118.413,5
1737,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,2015-08-27,292593,0,0.0916,0.828,0.609,1.21e-06,0.291,-4.402,0.0694,109.725,4
1738,What Do You Mean?,What Do You Mean?,Justin Bieber,2015-08-28,207546,0,0.617,0.842,0.564,0.00024,0.0912,-8.042,0.105,124.984,4
1739,Sorry,Sorry,Justin Bieber,2015-10-23,200786,0,0.0767,0.665,0.759,0.0,0.313,-3.694,0.0399,99.992,4
1740,Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,77,0.166,0.782,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,4
1741,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,0,0.124,0.702,0.77,0.0,0.103,-5.416,0.0482,107.951,4
1742,Reality (feat. Janieck Devy) - Radio Edit,Reality (feat. Janieck Devy),Lost Frequencies,2015-05-24,158474,50,0.0206,0.731,0.639,1.29e-05,0.0789,-6.597,0.0359,122.08,4
1743,Confident,Confident (Deluxe Edition),Demi Lovato,2015-01-01,205745,0,0.00155,0.607,0.747,0.000342,0.136,-6.241,0.0667,130.061,4
1744,Hula Hoop,Me 4 U,OMI,2015-10-16,205474,61,0.0248,0.673,0.842,0.0,0.294,-4.666,0.039,121.986,4
1745,Sugar (feat. Francesco Yates),Sugar,Robin Schulz,2015-09-25,219043,77,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,4
1746,Dias Melhores,Jota Quest Quinze,Jota Quest,2011-05-03,286200,31,0.127,0.692,0.663,3.18e-05,0.116,-6.136,0.0257,106.057,4
1747,Irresistible - Remix,Irresistible (Remix),Fall Out Boy,2015-10-23,252026,0,0.00225,0.635,0.829,0.0,0.557,-5.186,0.0912,82.513,4
1748,La Gozadera,La Gozadera,Gente De Zona,2015-04-30,203049,0,0.178,0.617,0.989,0.0,0.238,-1.727,0.0494,95.028,4
1749,Moribundo,Moribundo,Joey Montana,2014-11-04,243666,0,0.0382,0.724,0.823,0.00148,0.502,-3.822,0.0416,92.994,4
1750,Jinx,SWAAY,DNCE,2015-10-23,216240,0,0.0499,0.594,0.732,0.0,0.137,-5.774,0.0364,99.912,4
1751,El Perdón (with Enrique Iglesias),El Perdón (with Enrique Iglesias),Nicky Jam,2015-04-08,207013,0,0.423,0.622,0.701,0.0,0.0955,-5.452,0.0559,179.998,4
1752,Bailando - Spanish Version,SEX AND LOVE,Enrique Iglesias,2014-01-01,242426,52,0.0501,0.699,0.79,1.81e-06,0.0309,-3.51,0.115,90.922,4
1753,Ink,Ghost Stories,Coldplay,2014-05-19,228373,60,0.0647,0.688,0.705,0.124,0.118,-7.311,0.0323,112.019,4
1754,Tombei,Tombei,Karol Conká,2014-12-16,205972,31,0.000514,0.732,0.816,0.000364,0.393,-5.262,0.0778,100.018,4
1755,Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,2015-03-26,219305,0,0.0509,0.781,0.728,1.94e-06,0.257,-4.981,0.0621,102.99,4
1756,Suíte 14 (feat. Mc Guimê) - Ao Vivo,Tempo Certo (Ao Vivo em Campo Grande),Henrique & Diego,2015-02-03,178066,57,0.178,0.676,0.935,0.0,0.839,-4.487,0.113,102.075,4
1757,Omen - Radio Edit,Omen (Radio Edit),Disclosure,2015-07-27,196817,0,0.103,0.646,0.787,0.0,0.373,-4.817,0.174,106.071,4
1758,Good For You,Good For You,Selena Gomez,2015-08-07,221560,0,0.154,0.6,0.676,0.0,0.0741,-6.447,0.0652,88.928,4
1759,Blame (feat. John Newman),Motion,Calvin Harris,2014-10-31,212960,75,0.0287,0.414,0.857,0.00574,0.343,-4.078,0.0808,128.024,4
1760,Dark Horse,PRISM (Deluxe),Katy Perry,2013-01-01,215672,0,0.00396,0.645,0.589,0.0,0.145,-6.131,0.0523,131.899,4
1761,Por Fin Te Encontré,Por Fin Te Encontré,Cali Y El Dandee,2015-09-24,250836,0,0.0536,0.641,0.826,0.0,0.18,-3.69,0.223,179.988,4
1762,Hotline Bling,Hotline Bling,Drake,2015-07-31,267023,0,0.00226,0.893,0.639,0.000315,0.0382,-7.857,0.0549,134.963,4
1763,Get Ugly,Everything Is 4,Jason Derulo,2015-05-29,200492,60,0.0462,0.75,0.683,1.32e-06,0.297,-4.829,0.12,111.066,4
1764,Easy Love,Easy Love,Sigala,2015-08-21,227709,0,0.188,0.681,0.948,0.00103,0.149,-4.198,0.0607,123.989,4
1765,Lay It All on Me (feat. Ed Sheeran),Lay It All on Me (feat. Ed Sheeran),Rudimental,2015-09-25,242440,45,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,4
1766,I Want You To Know,True Colors,Zedd,2015-05-15,239999,0,0.00537,0.58,0.846,6.62e-06,0.145,-2.876,0.0573,129.998,4
1767,El Mismo Sol,El Mismo Sol,Alvaro Soler,2015-08-21,188160,0,0.0486,0.723,0.886,3.03e-06,0.0725,-4.763,0.0513,112.997,4
1768,Paradinha,Paradinha,Duduzinho,2015-02-10,188133,10,0.502,0.864,0.715,4.23e-06,0.045,-4.778,0.0588,133.035,4
1769,Até Aqui,Até Aqui,TIAGO IORC,2015-03-09,227132,29,0.804,0.441,0.446,6.19e-06,0.164,-8.401,0.0274,175.397,4
1770,Sorte,Sorte,TIAGO IORC,2014-11-17,174000,36,0.0506,0.514,0.695,0.0122,0.125,-8.793,0.0472,184.027,4
1771,Dia Especial,Dia Especial,TIAGO IORC,2015-01-26,237870,57,0.555,0.425,0.459,0.013,0.103,-7.926,0.032,152.098,4
1772,Bossa,Troco Likes,TIAGO IORC,2015-07-10,221942,30,0.604,0.797,0.558,0.000425,0.114,-9.582,0.0339,122.964,4
1773,Café Com Leite - Ao Vivo,Acústico (Ao Vivo),Luan Santana,2015-04-27,195693,39,0.735,0.553,0.676,0.00464,0.929,-8.57,0.0357,142.058,4
1774,Tanto Faz - Ao Vivo,O Nosso Tempo É Hoje (ao Vivo),Luan Santana,2013-10-21,156186,57,0.713,0.428,0.86,5.6e-05,0.917,-5.729,0.0656,92.976,4
1775,Cantada - Ao Vivo,Acústico (Ao Vivo),Luan Santana,2015-04-27,197026,48,0.928,0.305,0.52,4.91e-05,0.794,-10.149,0.042,84.9,4
1776,Bailando - Brazilian Version,Bailando (Portuguese Version),Enrique Iglesias,2014-01-01,242543,0,0.0615,0.712,0.747,8.52e-06,0.0336,-4.266,0.0968,90.988,4
1777,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,83,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4
1778,Lean On (feat. MØ & DJ Snake),Peace Is The Mission,Major Lazer,2015-05-29,176561,0,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,4
1779,Passarinhos (feat. Vanessa Da Mata),Emicida,Emicida,2015-07-24,221626,0,0.048,0.752,0.678,0.0,0.0971,-6.261,0.123,159.97,4
1780,Dessert,Dessert,Dawin,2015-03-13,210983,0,0.0799,0.868,0.679,1.22e-06,0.0504,-6.941,0.0397,97.012,4
1781,Something Big,Handwritten (Deluxe),Shawn Mendes,2015-04-14,161440,55,0.00614,0.694,0.854,0.0,0.158,-3.891,0.043,112.007,4
1782,Dynamite,Rokstarr (International Version),Taio Cruz,2010-05-28,203866,0,0.00332,0.754,0.804,0.0,0.0329,-3.177,0.0853,119.968,4
1783,Tudo Passa,Tudo Passa,Túlio Dek,2008-01-02,216133,41,0.0961,0.724,0.714,0.0,0.282,-4.974,0.0457,88.996,4
1784,Shotgun - Radio Edit,Shotgun,Yellow Claw,2014-08-19,193893,40,0.0129,0.664,0.907,0.176,0.26,-3.213,0.0328,144.956,4
1785,Craudete,Vamo Que Vamo,Brancoala,2015-02-17,163034,33,0.113,0.869,0.635,0.0,0.111,-7.167,0.255,144.988,4
1786,Loyal,X (Deluxe Version),Chris Brown,2014-09-12,264946,0,0.0228,0.845,0.506,1.03e-06,0.0879,-5.971,0.0409,99.051,4
1787,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,189109,75,0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,4
1788,That's How You Know (feat. Kid Ink & Bebe Rexha),That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,2015-07-17,186443,57,0.44,0.769,0.437,0.0,0.116,-6.406,0.0363,103.921,4
1789,Bright,Talking Dreams (Deluxe Edition),Echosmith,2013-10-04,220626,59,0.637,0.646,0.431,6.99e-06,0.113,-8.517,0.0262,90.034,4
1790,Cool for the Summer,Cool for the Summer,Demi Lovato,2015-07-01,214746,0,0.00441,0.586,0.613,0.000183,0.0853,-5.593,0.0386,114.101,4
1791,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,0,0.0861,0.356,0.567,0.0,0.137,-7.011,0.0798,135.553,5
1792,On My Mind,On My Mind,Ellie Goulding,2015-09-17,213445,0,0.258,0.702,0.705,5.93e-06,0.0879,-6.666,0.0543,154.911,4
1793,Ghost Town,The Original High (Deluxe Version),Adam Lambert,2015-06-11,208330,65,0.186,0.703,0.736,1.92e-05,0.174,-5.709,0.046,119.955,4
1794,Amiga Parceira,Amiga Parceira,Pikeno & Menor,2015-02-11,197052,47,0.312,0.761,0.852,0.0,0.0824,-2.857,0.178,95.05,4
1795,Carimba Que É Top,Carimba Que É Top,Pikeno & Menor,2014-05-05,156293,42,0.477,0.691,0.848,0.0,0.117,-4.183,0.0494,129.957,4
1796,Na Ponta Ela Fica,Na Ponta Ela Fica,Delano,2015-03-31,154026,56,0.288,0.843,0.569,8.83e-05,0.0643,-10.713,0.278,95.075,4
1797,No Place Like Home (feat. Rosette) - Radio Edit,Ultra Music Festival 2015,Various Artists,2015-03-09,206250,0,0.0638,0.658,0.793,0.0177,0.18,-4.649,0.0485,127.97,4
1798,I Love It When You Cry (Moxoki) - Radio Edit,Ultra Music Festival 2015,Various Artists,2015-03-09,192658,0,0.0185,0.57,0.779,2.49e-05,0.17,-6.174,0.0468,128.022,4
1799,Memories - Radio Edit,Ultra Music Festival 2015,Various Artists,2015-03-09,198110,0,0.237,0.418,0.851,1.68e-05,0.67,-3.401,0.0678,126.049,4
1800,Follow Me (feat. JHart),Ultra Music Festival 2015,Various Artists,2015-03-09,216785,0,0.0332,0.567,0.917,0.0,0.141,-2.13,0.0342,127.998,4
1801,Aphrodisiak - Extended Edit,Ultra Music Festival 2015,Various Artists,2015-03-09,270000,0,0.00701,0.663,0.951,0.2,0.745,-3.397,0.0621,128.033,4
1802,Lost You (feat. Twin Shadow & D'Angelo Lacy),Ultra Music Festival 2015,Various Artists,2015-03-09,218312,0,0.0833,0.736,0.882,0.000349,0.354,-4.285,0.0398,126.012,4
1803,Move Your Body (Future House),Ultra Music Festival 2015,Various Artists,2015-03-09,219428,0,0.00432,0.818,0.87,0.195,0.044,-5.162,0.0495,123.979,4
1804,ID - Ultra Music Festival Anthem,Ultra Music Festival 2015,Various Artists,2015-03-09,289987,0,0.623,0.686,0.678,0.719,0.0971,-8.063,0.0425,105.005,4
1805,Clap Snap,Emergency EP,Icona Pop,2015-07-17,164399,57,0.0464,0.897,0.794,0.0816,0.0482,-4.642,0.0571,130.01,4
1806,Vou Desafiar Você,Vou Desafiar Você,Mc Sapao,2014-12-02,239740,52,0.358,0.644,0.898,5.28e-05,0.159,-0.109,0.289,132.028,4
1807,On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012-09-04,189840,0,0.0818,0.507,0.923,4.63e-06,0.0951,-5.581,0.173,99.252,4
1808,Chuis Bo,Chuis Bo,PZK Feat. Dogg SoSo,2011-05-23,211070,0,0.0244,0.705,0.853,0.0,0.149,-3.19,0.0339,127.993,4
1809,Dog Days Are Over,Between Two Lungs,Florence + The Machine,2010-01-01,252818,0,0.0363,0.494,0.831,0.00345,0.119,-5.151,0.0996,150.248,4
1810,Cold Coffee,5,Ed Sheeran,2014-06-23,254226,53,0.453,0.544,0.529,0.0,0.131,-6.753,0.0256,92.936,4
1811,This,+,Ed Sheeran,2011-09-09,195840,52,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,4
1812,The City,+,Ed Sheeran,2011-09-09,234333,2,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,4
1813,Tenerife Sea,x (Deluxe Edition),Ed Sheeran,2014-06-21,241346,67,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,4
1814,Cê é Louco - Ao Vivo,Bruninho & Davi (Ao Vivo em Campo Grande),Bruninho & Davi,2014-05-05,194586,38,0.195,0.616,0.949,4.98e-05,0.82,-4.759,0.0476,143.009,4
1815,Nasty Freestyle,Nasty Freestyle,T-Wayne,2015-05-04,142212,62,0.0577,0.779,0.472,0.0,0.114,-7.116,0.218,135.051,4
1816,Give Your Heart A Break (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast,2012-11-27,209480,50,0.846,0.645,0.439,0.0,0.108,-6.372,0.0296,118.987,4
1817,The Scientist (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast,2012-11-27,254413,53,0.482,0.506,0.481,0.0,0.2,-6.098,0.0264,148.626,4
1818,Ghost Town,Ghost Town,Adam Lambert,2015-04-21,208330,46,0.186,0.703,0.736,1.92e-05,0.174,-5.709,0.046,119.955,4
1819,Te ensinei certin,Hoje,LUDMILLA,2014-08-11,132539,40,0.34,0.899,0.806,0.0,0.0318,-4.882,0.12,130.095,4
1820,Drag Me Down,Drag Me Down,One Direction,2015-07-31,192106,0,0.0997,0.723,0.711,0.0,0.0528,-5.576,0.0378,138.098,4
1821,Hold My Hand,Hold My Hand,Jess Glynne,2015-02-24,227343,60,0.00159,0.642,0.823,0.0,0.0776,-5.717,0.0289,122.977,4
1822,Golden (feat. Sia),Golden (feat. Sia),Travie McCoy,2015-06-15,215142,48,0.0142,0.602,0.739,0.0,0.371,-5.655,0.0601,82.008,4
1823,GDFR (feat. Sage the Gemini & Lookas),GDFR (feat. Sage The Gemini & Lookas),Flo Rida,2014-09-29,190185,58,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4
1824,Wiggle (feat. Snoop Dogg),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,193295,66,0.0802,0.697,0.621,0.0,0.162,-6.886,0.25,81.946,4
1825,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),Usher,2014-11-21,251989,68,0.205,0.87,0.464,0.0,0.0902,-8.337,0.178,112.974,4
1826,Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,2012-10-10,235613,1,0.0619,0.781,0.526,0.0,0.0457,-6.985,0.293,94.992,4
1827,Twerk It Like Miley,Twerk It Like Miley,Brandon Beal,2014-01-01,208480,0,0.175,0.758,0.415,0.0,0.0763,-7.576,0.377,204.015,4
1828,Talk Dirty (feat. 2 Chainz),Talk Dirty (feat. 2 Chainz),Jason Derulo,2013-08-02,177685,46,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,4
1829,Coming Home,Last Train To Paris (Deluxe),Diddy - Dirty Money,2010-01-01,238760,0,0.164,0.353,0.815,0.0,0.217,-1.844,0.212,167.971,4
1830,Beautiful,Freedom (Int'l Version),Akon,2008-01-01,312986,0,0.123,0.742,0.948,0.0,0.112,-4.445,0.0894,130.022,4
1831,Classic Man (feat. Roman GianArthur),Classic Man (feat. Roman GianArthur),Jidenna,2015-02-03,226000,59,0.185,0.79,0.585,0.0,0.292,-6.058,0.0348,94.072,4
1832,Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-12-09,239320,41,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,4
1833,All Hands on Deck,Aquarius,Tinashe,2014-10-01,221040,52,0.386,0.798,0.532,4.31e-05,0.196,-4.329,0.0489,96.992,4
1834,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,81,0.255,0.899,0.713,0.0,0.0708,-2.752,0.366,90.051,4
1835,Flicka Da Wrist,Flicka Da Wrist,Chedda Da Connect,2015-03-03,221667,0,0.043,0.949,0.387,1.51e-06,0.0578,-8.798,0.352,125.047,4
1836,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,69,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,4
1837,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,79,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,4
1838,Wasted,Wasted,Tiësto,2014-04-22,188371,0,0.00106,0.645,0.832,0.00264,0.199,-5.595,0.0294,112.028,4
1839,Show Me - Radio Edit,Show Me,Tiësto,2015-07-06,175350,0,6.1e-05,0.646,0.961,0.946,0.34,-4.049,0.164,128.012,4
1840,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",My House,Flo Rida,2015-04-07,224258,67,0.0242,0.854,0.766,0.0,0.0793,-4.697,0.141,118.004,4
1841,Sugar,V (Deluxe),Maroon 5,2015-05-18,235493,60,0.0591,0.748,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
1842,Cool for the Summer,Cool for the Summer,Demi Lovato,2015-07-01,214746,0,0.00434,0.584,0.611,0.000126,0.135,-5.637,0.0379,114.071,4
1843,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-10,199386,0,0.259,0.711,0.774,0.0,0.371,-3.391,0.0922,150.032,4
1844,You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,247266,0,0.0141,0.407,0.725,2.46e-06,0.306,-5.346,0.188,196.093,4
1845,I Really Like You,I Really Like You,Carly Rae Jepsen,2015-03-02,205066,0,0.00557,0.62,0.828,0.000102,0.156,-4.685,0.0413,122.042,4
1846,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,76,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,122.003,4
1847,Maps,V (Deluxe),Maroon 5,2015-05-18,189960,58,0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,4
1848,Cheerleader (Felix Jaehn Remix) - Radio Edit,Cheerleader (Felix Jaehn Remix Radio Edit),OMI,2014-12-02,180021,58,0.184,0.827,0.576,0.029,0.0656,-7.774,0.0372,118.04,4
1849,Lolly,Lolly,Maejor,2013-01-01,225506,0,0.0383,0.661,0.88,0.0,0.782,-2.978,0.296,152.221,4
1850,Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,2015-05-04,185131,0,0.234,0.819,0.768,0.0,0.334,-8.522,0.134,139.982,4
1851,Fama de Pegador - Ao Vivo,Pedro Paulo & Alex (Ao Vivo) [Sucesso nas Repúblicas],Pedro Paulo & Alex,2014-03-25,192120,0,0.256,0.665,0.933,0.0,0.487,-3.736,0.121,153.083,4
1852,Tá Calor Tá Calor (Ao Vivo),Fama de Pegador (Ao Vivo),Pedro Paulo & Alex,2013-05-02,196702,0,0.252,0.752,0.889,0.0,0.414,-5.234,0.0641,132.13,4
1853,Take Me - Radio Edit,A Town Called Paradise,Tiësto,2014-06-13,212284,42,0.00859,0.58,0.781,5.13e-06,0.15,-4.842,0.03,127.991,4
1854,Cool,Cool,Alesso,2015-02-17,221666,0,0.0277,0.532,0.847,0.0,0.451,-2.408,0.0312,128.01,4
1855,How You Love Me,How You Love Me,3LAU,2014-01-01,210468,53,0.183,0.496,0.789,0.0,0.34,-3.648,0.0839,127.961,4
1856,Heroes (We Could Be),Heroes,Alesso,2014-09-05,209866,0,0.0269,0.527,0.746,0.0,0.196,-4.067,0.0671,125.907,4
1857,Black Magic,Black Magic,Little Mix,2015-05-21,211786,0,0.0322,0.777,0.898,0.0,0.313,-4.461,0.0581,111.996,4
